Longitude,Latitude,RSRP(dBm),SINR(dB),Throughput Downlink(Kbps),Throughput Uplink(Kbps)
107.0894978,-6.39003171,-92.77,2.75,3716.9,3174.68
107.08944582,-6.39004861,-94.67,-1.0,6411.31,3107.93
107.08939409,-6.39006921,-90.36,-3.5,5443.32,1724.75
107.08934609,-6.39008685,-89.01,-7.5,6116.17,1412.1
107.08930404,-6.39010285,-86.18,-4.0,144.62,9216.54
107.08924679,-6.39012575,-92.16,-4.67,334.14,19319.36
107.08920263,-6.39014904,-90.59,-3.5,367.18,18246.79
107.08915713,-6.39017325,-90.95,-4.75,1620.28,20123.79
107.08910996,-6.39019987,-91.86,-4.25,5684.83,26070.94
107.08907213,-6.39022232,-89.15,-3.5,7337.28,19688.59
107.08903743,-6.39024279,-85.29,2.75,6234.8,21030.88
107.08898972,-6.39027207,-87.98,2.0,15001.27,21270.07
107.08895098,-6.39029641,-89.6,2.75,20817.7,21188.07
107.08891693,-6.39031907,-88.2,0.0,15827.64,16479.21
107.08889071,-6.39033697,-88.0,2.5,11933.42,13324.44
107.08885629,-6.39036243,-84.89,3.5,17431.07,27935.16
107.08882214,-6.39038688,-82.29,5.75,25012.18,27205.32
107.08878891,-6.39040909,-81.88,5.25,28794.54,29111.45
107.088745,-6.39043667,-82.34,7.5,27344.13,28332.51
107.08870503,-6.39046098,-78.34,9.33,22565.98,25945.28
107.08866529,-6.39048497,-78.3,7.0,18505.02,19195.01
107.08861726,-6.39051428,-77.11,8.25,15680.22,25037.29
107.0885769,-6.39054053,-78.1,8.0,24666.51,18000.63
107.08853906,-6.39056543,-80.08,8.0,26912.25,17242.29
107.08850622,-6.3905876,-77.05,11.0,23842.7,8677.31
107.08846393,-6.39061491,-76.02,11.5,41950.17,47364.07
107.08842445,-6.39064029,-76.08,13.33,33897.93,41774.53
107.0883878,-6.39066388,-76.72,14.5,64437.48,42202.07
107.08834725,-6.39068951,-78.26,18.0,26273.35,50867.99
107.08830377,-6.39071646,-74.74,17.25,22066.64,32905.15
107.0882664,-6.39074055,-75.03,17.0,28715.8,46548.84
107.08821909,-6.39077039,-73.1,17.0,19447.1,39310.81
107.0881697,-6.39079863,-73.99,17.0,47545.8,42001.78
107.08812186,-6.39082349,-75.92,17.25,16845.86,44143.57
107.08807477,-6.39085021,-76.41,17.67,18171.21,43789.54
107.08802607,-6.39088169,-76.29,16.25,59682.07,50822.94
107.08798502,-6.39090773,-74.29,18.0,18465.38,46997.24
107.08794805,-6.39092999,-73.84,20.25,33994.44,45245.7
107.08790989,-6.39095454,-75.19,19.0,28330.91,47015.53
107.08787503,-6.39096904,-74.44,22.75,805.7,37626.66
107.08783924,-6.39098301,-74.65,21.33,63525.38,39209.76
107.08780116,-6.39099955,-72.02,23.75,40964.75,49491.34
107.08775608,-6.39102273,-72.95,26.25,13196.4,45208.07
107.087713,-6.3910471,-71.4,26.75,23848.22,44482.77
107.08766497,-6.3910725,-66.05,30.0,861.1,48387.29
107.08761325,-6.39109852,-66.6,28.5,1303.63,46017.78
107.0875658,-6.3911224,-69.21,25.75,787.4,47445.48
107.08752378,-6.39114393,-69.02,29.0,838.63,43057.68
107.08746573,-6.39117501,-70.29,27.75,895.3,44844.84
107.08741616,-6.39120303,-69.3,30.0,733.68,45297.52
107.08735591,-6.39123723,-70.86,26.0,862.69,48974.8
107.08729864,-6.39127107,-69.03,28.0,829.91,46507.55
107.08723307,-6.39130948,-67.22,31.25,859.69,47846.88
107.0871804,-6.39133975,-67.7,29.25,797.55,42989.79
107.08713029,-6.39136708,-68.33,27.25,719.74,44336.03
107.08707859,-6.39139414,-67.6,29.33,1331.93,44604.63
107.08703596,-6.39141388,-66.67,31.0,845.61,45366.4
107.08699004,-6.39143374,-67.52,28.5,640.8,42218.16
107.08692642,-6.39146197,-67.27,28.75,689.18,42080.19
107.08687029,-6.39148762,-67.32,26.5,685.13,40435.73
107.08681637,-6.39151128,-74.89,26.0,585.17,41316.6
107.08675193,-6.39153953,-75.36,24.33,686.3,40528.54
107.08669293,-6.39156729,-76.24,27.0,646.16,36620.44
107.08663808,-6.39159501,-71.85,29.0,700.07,39661.7
107.08657603,-6.39162813,-72.76,29.0,781.02,43121.57
107.08651971,-6.39166124,-75.57,27.75,8112.43,43543.57
107.08645594,-6.39170035,-75.65,30.0,6006.45,39097.7
107.08640111,-6.39173134,-76.09,28.5,33225.84,41488.08
107.08633503,-6.3917705,-76.6,29.5,3622.72,44125.2
107.08627344,-6.39180934,-76.57,28.67,17230.08,42387.01
107.08621955,-6.39184379,-75.57,30.25,6865.09,37310.13
107.08615745,-6.39188391,-70.15,30.25,55768.4,31445.17
107.08609752,-6.39192206,-64.84,28.0,6091.34,42793.99
107.08604195,-6.39195674,-65.07,28.0,41981.95,40873.8
107.08598941,-6.3919853,-67.34,23.75,11613.49,47468.53
107.08592976,-6.39202064,-66.52,29.75,3013.8,41909.17
107.08587072,-6.39205332,-66.08,29.67,67790.27,44406.0
107.08580737,-6.39208707,-67.43,27.0,59408.42,50015.87
107.08572635,-6.39212598,-69.32,22.5,35687.33,44720.48
107.08566152,-6.39215938,-72.7,18.75,36499.88,49849.73
107.0855934,-6.39219525,-75.68,16.75,32214.86,35283.95
107.085527,-6.39222969,-74.94,15.25,37248.83,51061.33
107.08545867,-6.39226682,-72.66,18.25,35474.99,39839.27
107.0854032,-6.39229775,-70.18,17.67,46838.82,47317.45
107.08533957,-6.39233351,-69.83,24.0,24874.83,44049.64
107.08527302,-6.39237102,-70.38,20.5,46370.74,32028.28
107.0852094,-6.39240597,-71.46,14.75,38711.17,50600.96
107.08515438,-6.39243729,-76.96,12.0,14667.29,47754.19
107.08509497,-6.39247396,-72.55,17.5,5285.59,39243.35
107.08504241,-6.39251096,-69.88,18.25,21195.28,44882.8
107.08499611,-6.39254604,-70.36,19.0,18404.84,42849.79
107.08494384,-6.39258356,-71.71,13.33,39767.5,40274.05
107.08489411,-6.39261658,-76.73,15.0,29005.16,49456.46
107.08485124,-6.3926454,-78.5,14.25,25587.88,22734.56
107.08481506,-6.39267103,-75.82,13.5,35279.38,45126.13
107.08478271,-6.39269446,-77.48,12.5,35178.77,27893.13
107.08476085,-6.39271152,-80.94,11.75,30523.8,24172.82
107.08475426,-6.39272525,-83.3,10.75,15349.041032448376,10951.381842019011
107.0847531,-6.39273186,-82.88,4.589218397291196,15349.041032448376,10951.381842019011
107.08787674,-6.39093087,-79.83,11.33,15349.041032448376,10951.381842019011
107.08788882,-6.39091853,-76.82,15.5,15349.041032448376,10951.381842019011
107.08789492,-6.39090383,-80.6,14.25,11091.28,3281.89
107.08789611,-6.3908843,-82.68,12.33,37641.25,14367.17
107.08789274,-6.39085638,-77.66,16.0,37302.84,17932.35
107.08788276,-6.39081829,-86.34,12.0,36651.21,18286.8
107.08786607,-6.39078623,-91.8,7.5,21382.25,10954.96
107.08784752,-6.39075928,-92.07,6.25,28100.43,11826.47
107.08782952,-6.3907332,-93.26,3.0,14096.37,7662.96
107.08781806,-6.39071358,-92.06,4.25,12443.6,9019.25
107.08780792,-6.39069432,-91.82,3.75,20844.47,11390.11
107.08779695,-6.39067045,-90.2,2.67,18814.35,15560.49
107.08778214,-6.39064441,-86.41,6.5,17144.16,14104.8
107.08776622,-6.39061819,-85.07,10.25,27304.24,20573.66
107.08774513,-6.39058757,-79.43,11.75,34905.3,21263.55
107.08772765,-6.39055711,-76.18,13.5,45684.64,25175.87
107.08771326,-6.39052949,-73.95,18.75,52322.43,24595.17
107.08769934,-6.39050217,-69.57,22.25,25511.77,18090.98
107.08768686,-6.39047333,-68.74,21.67,66343.02,27647.55
107.08767628,-6.39045064,-64.15,25.5,39081.27,18150.96
107.08766397,-6.39042317,-66.12,21.5,69624.88,28507.77
107.08765399,-6.39039213,-68.05,22.25,46642.1,24343.1
107.08764468,-6.3903594,-73.74,18.0,31035.84,11211.23
107.08763571,-6.3903317,-73.4,15.75,22998.53,15707.95
107.08762304,-6.39029759,-67.05,21.67,26555.36,14419.7
107.08761168,-6.39026738,-66.19,21.75,47591.07,28000.83
107.0875993,-6.39023769,-66.82,22.75,57509.84,22794.43
107.0875831,-6.3902045,-67.09,21.0,45244.72,24528.41
107.0875644,-6.39016611,-73.23,15.25,39500.09,25369.14
107.08754261,-6.3901277,-74.07,16.5,26523.15,19575.97
107.08752046,-6.39009501,-71.07,16.5,22363.24,21813.97
107.0874964,-6.39006076,-69.23,19.75,39480.82,25972.24
107.08747418,-6.39002737,-71.93,14.33,20691.73,16010.47
107.08745534,-6.38999553,-72.11,15.5,41685.6,30292.45
107.08743336,-6.38995833,-76.36,11.25,42257.64,25177.8
107.08741555,-6.38992713,-80.48,11.5,16627.62,11385.55
107.08740094,-6.38990203,-82.86,7.25,10861.27,18961.93
107.08738485,-6.38987773,-86.58,2.25,17690.85,21966.75
107.08736835,-6.38985189,-85.12,2.33,15012.99,10685.42
107.08735162,-6.38982903,-87.29,5.5,10480.02,10927.56
107.08732883,-6.38980181,-91.12,3.75,9807.75,11915.86
107.08730484,-6.38977416,-91.93,3.75,18595.95,21082.15
107.0872829,-6.38974294,-91.7,1.25,8693.65,2766.72
107.08726873,-6.38971324,-91.85,0.75,17890.9,14322.06
107.08726041,-6.38967511,-90.76,5.0,13242.53,14144.06
107.0872601,-6.38964367,-92.59,1.33,17125.41,10659.81
107.08726549,-6.38960445,-91.69,1.25,4745.22,4895.81
107.08727334,-6.38956634,-90.82,-0.75,6202.85,8293.97
107.08728812,-6.38952591,-92.62,-2.0,5679.76,9377.48
107.08730752,-6.389487,-93.34,-0.25,4807.61,6545.74
107.0873284,-6.38945015,-91.68,0.25,10829.18,21082.69
107.08735048,-6.389409,-89.61,0.5,5789.6,5630.44
107.08737087,-6.38937057,-89.64,4.67,9874.8,13849.63
107.0873854,-6.38933453,-88.3,1.25,21217.38,8239.68
107.08740044,-6.38929813,-89.61,3.0,9589.85,13318.41
107.08741489,-6.38925799,-92.68,2.5,11400.07,10767.08
107.08741768,-6.3892499,-91.6,7.25,11274.02,11008.77
107.08743074,-6.38921115,-91.13,6.5,19278.49,10855.18
107.08744668,-6.38916776,-90.46,8.75,12715.73,17368.36
107.08745688,-6.38914292,-92.84,3.75,29747.98,14501.74
107.08746979,-6.38911483,-89.18,5.67,33571.18,12429.42
107.08748892,-6.38908277,-90.88,7.25,23997.06,11862.53
107.0875103,-6.38904742,-91.3,6.5,26048.76,22570.58
107.08752875,-6.3890116,-92.6,2.0,26299.4,13975.98
107.08754226,-6.38897636,-90.78,2.75,8613.12,895.33
107.08755134,-6.38894203,-91.93,2.25,9263.12,14171.79
107.08755669,-6.38891143,-91.66,2.75,18079.17,22411.62
107.08755972,-6.38887955,-92.38,4.0,14613.54,10580.45
107.0875604,-6.38885476,-92.31,-0.75,10707.77,18137.45
107.08756294,-6.38883199,-93.42,2.0,7050.67,2259.01
107.08756692,-6.38880558,-91.79,4.5,5927.28,13872.49
107.08757181,-6.38877883,-96.29,1.75,11787.1,12686.37
107.0875803,-6.38875633,-97.56,0.25,11096.71,8992.26
107.08759021,-6.38873188,-91.44,0.75,17376.64,8150.88
107.08759535,-6.38870621,-91.23,4.0,24926.44,16736.67
107.08759814,-6.38867577,-91.62,0.25,27893.13,17788.31
107.08760327,-6.38864868,-92.23,2.5,28836.33,20145.92
107.08761213,-6.3886158,-93.7,4.0,19365.27,19664.71
107.08762199,-6.38858679,-94.78,4.0,24524.74,21904.88
107.08763358,-6.38855858,-94.14,2.5,23781.52,17643.01
107.08764437,-6.38853243,-94.75,3.75,23527.37,17522.8
107.0876563,-6.38850605,-94.45,-3.67,23774.88,16529.5
107.08767039,-6.38848486,-94.64,-2.75,16260.6,15474.74
107.08769184,-6.38846203,-94.42,0.0,15005.1,16151.11
107.08770651,-6.38844657,-95.01,-0.5,15338.32,15578.65
107.08772594,-6.38842486,-95.43,-1.5,11398.87,16745.08
107.08774321,-6.38840458,-95.66,-2.5,11581.88,17331.49
107.08776054,-6.3883836,-91.83,-4.0,9287.2,11150.33
107.08778101,-6.38836019,-91.6,-6.0,15065.21,17092.95
107.08780084,-6.38833633,-93.26,-3.75,15043.49,10632.64
107.08782486,-6.38831181,-93.69,-5.0,10571.16,6051.09
107.08785102,-6.3882865,-94.46,-3.75,5753.25,11055.94
107.08788062,-6.38826,-97.77,-6.25,5239.41,7621.59
107.08791191,-6.3882355,-98.71,-7.5,4662.19,698.47
107.08793977,-6.38821635,-98.61,0.5,4320.03,20459.0
107.08797383,-6.38819963,-96.06,1.33,5027.0,13371.43
107.08799828,-6.38819077,-95.84,2.75,8851.12,14816.54
107.08802498,-6.38818226,-98.8,3.25,18520.65,15896.2
107.08804431,-6.38817475,-100.14,0.5,9493.59,11743.84
107.08806611,-6.38816876,-97.83,0.75,11469.3,11542.8
107.08809506,-6.38816237,-96.1,0.5,12897.28,13093.59
107.08812506,-6.38815857,-95.45,3.75,7233.6,12786.69
107.08816677,-6.38815761,-96.49,1.67,15497.21,17385.27
107.08820687,-6.38815877,-98.81,-1.0,11587.72,12015.31
107.08825405,-6.38816081,-96.31,-1.0,15006.51,12247.85
107.08829744,-6.38816497,-95.67,-1.0,6178.77,12485.09
107.08832914,-6.3881679,-95.62,0.75,16001.75,9163.01
107.0883623,-6.38816967,-96.43,1.0,18440.44,17290.51
107.08838816,-6.38816709,-98.74,0.25,12177.95,16245.99
107.08840924,-6.38816025,-96.8,3.67,15502.9,9871.65
107.08843124,-6.38814769,-92.39,4.0,18623.59,21583.83
107.08844827,-6.38812922,-87.41,7.75,11818.46,24134.86
107.08846117,-6.38810289,-83.34,8.5,9300.51,26650.53
107.08846984,-6.38807283,-84.67,7.0,16647.5,23882.34
107.08847625,-6.38803704,-86.05,7.5,8413.88,21338.06
107.08848077,-6.38800526,-87.52,7.25,7503.62,21816.1
107.08848673,-6.38797596,-88.55,7.0,14945.88,17886.21
107.08849665,-6.38794192,-87.9,7.25,16411.32,18798.13
107.08850766,-6.38790979,-84.81,5.25,7564.95,26089.7
107.08851739,-6.38788345,-84.3,5.75,18104.11,20862.49
107.08852517,-6.38786072,-84.05,3.5,17843.94,22517.54
107.0885354,-6.38783809,-81.72,4.25,12468.48,23047.62
107.08854566,-6.38781654,-83.99,3.5,29084.83,23975.46
107.08855689,-6.38779207,-82.22,3.33,23728.41,22338.2
107.08856836,-6.38776517,-84.11,0.25,24535.84,21298.31
107.08857913,-6.38773755,-86.91,3.0,17490.34,23879.39
107.08858833,-6.38770816,-88.82,5.25,12903.43,19503.6
107.08859764,-6.38767798,-88.96,7.5,23081.49,25243.59
107.08860388,-6.38765352,-86.94,8.75,18053.78,25632.48
107.08860742,-6.38763409,-82.77,13.25,37246.2,15644.37
107.08861111,-6.38761087,-81.28,13.67,40264.03,27144.1
107.08861496,-6.38759037,-83.39,11.25,19383.53,26313.63
107.08861972,-6.38757244,-85.08,11.25,53641.76,23943.55
107.08862433,-6.38755253,-86.37,9.0,21344.64,22434.69
107.08862945,-6.38752723,-80.86,11.75,48317.6,20247.26
107.0886361,-6.38750446,-83.68,11.0,39354.2,30265.3
107.08864281,-6.38747971,-86.17,11.5,18417.03,20384.9
107.08865005,-6.38744824,-85.39,11.0,33621.05,15401.89
107.08865351,-6.38741827,-87.08,12.0,25279.1,23580.42
107.08865589,-6.38738495,-88.37,9.5,28488.65,16940.06
107.08866336,-6.38735689,-90.31,5.75,35679.84,15822.52
107.08867839,-6.3873251,-91.42,6.25,21149.95,15691.16
107.08869373,-6.38729703,-89.06,5.75,20509.87,12330.16
107.08870894,-6.3872756,-87.73,9.0,27087.55,10468.09
107.08873091,-6.38725494,-88.98,6.33,26238.88,16615.17
107.08874994,-6.38724363,-89.54,7.75,33562.49,17656.41
107.08877221,-6.38723867,-89.74,7.75,31360.45,6459.66
107.08880231,-6.38723442,-89.56,6.0,29443.91,13805.58
107.08882811,-6.3872233,-86.88,7.75,28862.65,25412.36
107.08885122,-6.38720279,-88.8,4.25,29501.35,15425.28
107.08887037,-6.38716903,-88.43,8.75,20238.54,7068.47
107.08888144,-6.38712517,-85.31,9.0,37049.69,27110.31
107.08889382,-6.38708121,-84.66,10.25,28922.63,12188.44
107.08890481,-6.38704633,-85.39,8.5,24853.26,14975.91
107.08891782,-6.38701064,-82.22,8.75,27566.46,19337.6
107.08893269,-6.38698356,-80.06,11.75,35474.15,24353.95
107.08894741,-6.38695591,-81.01,13.5,43625.96,15777.63
107.08895878,-6.38692221,-80.36,12.5,32896.19,12989.16
107.08896973,-6.38688207,-74.96,13.25,37930.87,28736.26
107.08897952,-6.38684199,-76.88,8.67,42604.17,19694.92
107.0889867,-6.38680752,-78.77,3.5,48645.58,16131.7
107.08899706,-6.38676802,-79.06,7.75,27493.14,11977.97
107.08900537,-6.38673275,-77.55,6.75,38431.31,19071.94
107.08901331,-6.38670653,-77.84,7.75,43868.53,27188.36
107.08902247,-6.38668341,-76.52,7.75,46229.49,26912.38
107.08902976,-6.38666122,-78.43,12.75,47911.88,20649.81
107.08903586,-6.38663736,-74.93,13.67,29566.27,14855.43
107.08904614,-6.38660282,-78.07,9.5,24656.91,14800.56
107.08905616,-6.38657329,-79.08,9.5,45588.04,24365.88
107.08906764,-6.38654096,-79.53,7.0,51433.5,25489.82
107.08907603,-6.38651771,-79.7,9.75,20117.8,9673.62
107.08908647,-6.38648734,-75.55,10.25,25168.69,13204.97
107.08909372,-6.38646335,-74.92,10.5,37551.04,23938.4
107.08909876,-6.38643877,-72.23,16.0,22644.95,38215.32
107.08910298,-6.38641097,-74.9,9.5,33721.97,25342.19
107.08910559,-6.38638259,-73.43,12.75,23267.9,22514.16
107.08910867,-6.38635904,-72.26,9.5,44810.08,16754.64
107.08911574,-6.38632952,-75.2,11.25,50249.76,35981.51
107.08912274,-6.38630182,-74.15,7.0,57911.7,26403.94
107.08913274,-6.38627556,-72.44,9.25,50113.52,21973.53
107.08914419,-6.38625165,-74.78,9.67,32797.82,14383.78
107.08915806,-6.38622673,-77.16,10.25,34131.34,32306.41
107.08917264,-6.38620124,-78.85,9.0,52023.05,21133.62
107.08919048,-6.38617213,-80.74,6.5,34368.07,18051.37
107.08921399,-6.38613739,-83.59,8.0,44192.54,31088.06
107.08923517,-6.38610122,-82.35,10.5,23557.11,10493.59
107.08925135,-6.38606802,-81.95,8.0,14089.85,4908.24
107.08926598,-6.38603608,-82.2,9.0,25323.21,20781.22
107.08927828,-6.38600644,-81.35,7.75,52894.17,28358.89
107.0892882,-6.3859751,-86.91,9.75,47663.73,13271.13
107.08929603,-6.38594296,-86.07,9.75,30853.78,19599.25
107.0893038,-6.38590993,-84.01,4.75,32344.42,16287.14
107.08931234,-6.38587928,-85.09,6.75,26349.59,11548.69
107.08932084,-6.38585353,-86.28,5.0,31338.87,10719.52
107.08933172,-6.385823,-84.61,8.67,29879.5,6367.46
107.08934011,-6.38579103,-83.58,7.5,38131.45,27209.32
107.08934453,-6.38576284,-85.83,9.25,35448.65,18937.73
107.08934701,-6.38572447,-83.87,8.0,25518.6,10583.76
107.08934722,-6.38568261,-81.41,8.75,38128.58,16022.65
107.08934628,-6.38564299,-80.24,8.5,34714.18,28074.58
107.08934664,-6.38560204,-79.4,8.75,43979.11,23222.78
107.08934973,-6.38556358,-77.89,9.33,38636.07,4772.49
107.08935445,-6.38552753,-76.93,11.25,41651.98,23006.43
107.08935798,-6.38549537,-77.03,8.75,50069.85,19582.56
107.08935952,-6.38546499,-76.86,11.0,30477.76,25482.32
107.08935911,-6.38544457,-74.91,12.5,43977.4,11517.75
107.08935722,-6.38542579,-74.26,11.75,34010.27,15302.66
107.08935496,-6.38540884,-73.78,12.25,65953.05,33083.59
107.08935517,-6.38539843,-72.17,15.0,15349.041032448376,10951.381842019011
107.08935531,-6.38539688,-71.75,9.0,15349.041032448376,10951.381842019011
107.08935531,-6.38539688,-82.5,4.589218397291196,15349.041032448376,10951.381842019011
107.09095683,-6.38977756,-82.64,4.0,15349.041032448376,10951.381842019011
107.09097769,-6.38977936,-87.04,6.25,15349.041032448376,10951.381842019011
107.09100627,-6.3897836,-87.8,6.33,15349.041032448376,10951.381842019011
107.0910318,-6.38979472,-87.46,6.75,15349.041032448376,10951.381842019011
107.0910481,-6.38980912,-85.97,8.75,15349.041032448376,10951.381842019011
107.09106042,-6.38982555,-84.39,11.5,15349.041032448376,10951.381842019011
107.09106823,-6.38984319,-76.25,14.75,15349.041032448376,10951.381842019011
107.0910727,-6.38986511,-79.25,13.0,15349.041032448376,10951.381842019011
107.09107443,-6.38988532,-84.17,9.75,15349.041032448376,10951.381842019011
107.09107669,-6.38990649,-91.56,5.0,15349.041032448376,10951.381842019011
107.0910795,-6.3899289,-92.5,3.75,15349.041032448376,10951.381842019011
107.09108542,-6.38995653,-89.08,3.5,15349.041032448376,10951.381842019011
107.09109489,-6.38999714,-81.6,14.25,15349.041032448376,10951.381842019011
107.09110245,-6.39004204,-73.4,12.75,15349.041032448376,10951.381842019011
107.09110776,-6.39009025,-71.8,14.75,15349.041032448376,10951.381842019011
107.09110911,-6.39014266,-71.86,17.0,15349.041032448376,10951.381842019011
107.09111174,-6.39018695,-67.43,17.33,15349.041032448376,10951.381842019011
107.09111795,-6.39022342,-65.68,19.5,173.92,4766.27
107.09112556,-6.3902598,-68.54,19.25,5284.67,7544.56
107.09113511,-6.39029874,-70.74,17.75,3743.94,5719.83
107.09114489,-6.39033358,-71.74,20.75,6943.98,5728.29
107.09115533,-6.39036594,-70.25,17.25,2442.29,5683.82
107.09116753,-6.390395,-69.6,20.25,226.5,7342.88
107.09118384,-6.39041809,-74.32,19.67,179.73,7945.56
107.09120037,-6.39043114,-76.95,18.5,4557.62,8542.3
107.09122559,-6.3904379,-75.6,21.0,1002.77,7090.48
107.09125703,-6.39043388,-70.18,22.25,9423.6,6645.18
107.09128566,-6.39041969,-70.77,20.5,9015.86,5295.33
107.09131703,-6.39040275,-71.93,14.25,3179.23,4789.12
107.09135583,-6.39038525,-72.67,12.25,11799.85,4132.35
107.09139306,-6.39037248,-70.98,18.0,14233.57,5762.11
107.09143203,-6.39036133,-71.09,19.5,9060.65,5727.1
107.09147894,-6.39035054,-72.19,19.25,9273.4,4619.44
107.09152237,-6.39034054,-75.4,19.5,8691.47,5388.53
107.09156605,-6.39033021,-75.22,21.25,10508.68,3472.3
107.09161604,-6.39031914,-75.09,19.25,9303.39,3159.55
107.09166319,-6.39031062,-74.11,20.0,13649.77,4057.61
107.09170835,-6.39030238,-74.91,18.67,9432.94,3327.46
107.09175006,-6.39029469,-75.09,18.5,15186.8,4303.12
107.09179011,-6.39028569,-74.9,19.0,11874.81,3282.35
107.09182219,-6.39027693,-75.78,18.0,13591.09,4100.4
107.09185152,-6.39026838,-72.89,16.25,212.82,4413.78
107.09188281,-6.3902598,-72.82,17.25,4164.12,4806.97
107.09191353,-6.39025115,-73.68,17.75,4689.49,4683.82
107.09194019,-6.39024221,-75.35,13.5,3285.99,5336.18
107.09197191,-6.39023156,-75.76,15.67,3504.72,5951.59
107.09199836,-6.39022212,-75.15,14.25,26028.3,7827.47
107.09202158,-6.39021293,-73.34,16.0,21050.63,5810.04
107.09204894,-6.39020078,-74.95,16.25,6109.02,4886.49
107.09207355,-6.39018969,-75.15,16.75,18231.92,5576.82
107.09209043,-6.39018098,-74.66,14.75,10517.34,4126.63
107.09210766,-6.39017418,-77.2,14.0,19466.05,5429.38
107.09212705,-6.39017152,-78.97,12.0,31769.96,5170.91
107.09214619,-6.39017433,-84.68,9.75,22152.98,3539.96
107.09216237,-6.39018232,-86.61,2.0,36052.39,3823.42
107.09217636,-6.39019673,-84.82,5.75,11658.1,1881.96
107.09218648,-6.39021444,-83.99,8.0,21777.7,722.72
107.09219412,-6.39023642,-83.99,11.75,20032.26,2486.98
107.09219831,-6.39026458,-83.09,14.5,27484.04,1649.18
107.09220081,-6.39029114,-84.14,12.67,44803.84,4425.48
107.09220456,-6.39031791,-86.02,14.0,58051.67,4543.07
107.09220993,-6.39034277,-85.02,13.5,9658.42,425.05
107.09221617,-6.39036757,-84.43,11.25,25688.25,1843.17
107.09222242,-6.39039397,-82.69,17.0,54519.2,8498.27
107.09222798,-6.39042169,-82.33,15.0,40085.21,7111.84
107.09223279,-6.39045259,-79.52,16.75,35772.07,5601.72
107.09223764,-6.39048519,-79.25,16.0,48728.02,5129.84
107.09224179,-6.39051419,-80.47,17.5,33353.36,2265.39
107.09224712,-6.39054608,-83.16,15.0,16950.76,3667.85
107.09225281,-6.39057449,-81.91,15.25,40660.84,2446.36
107.09225926,-6.39060061,-83.58,16.0,30213.98,3659.74
107.09226829,-6.39062903,-82.47,18.75,9543.22,619.31
107.09228179,-6.39065264,-83.06,16.25,49802.03,2705.21
107.09229842,-6.39067098,-84.41,11.67,5471.1,292.78
107.09231886,-6.39068571,-85.21,13.0,32223.46,955.62
107.09234388,-6.39069553,-82.96,15.5,21695.87,731.61
107.09236999,-6.39070117,-83.97,15.25,41481.76,2173.82
107.09240028,-6.39070536,-84.16,15.75,27972.16,513.98
107.09243609,-6.39070977,-86.23,15.0,26797.84,1050.2
107.09246636,-6.39071376,-87.95,13.25,59796.92,3385.57
107.09249253,-6.39071854,-87.34,15.0,40745.39,2124.12
107.09252212,-6.39072329,-85.75,14.25,37356.63,2268.79
107.09255477,-6.39072679,-82.77,16.25,45615.07,2022.87
107.09258493,-6.390732,-84.97,15.5,59331.46,3184.14
107.09261809,-6.39074152,-86.61,17.0,50375.9,2892.13
107.09265052,-6.3907525,-91.87,11.75,44834.24,1511.04
107.09267966,-6.39076219,-90.57,16.25,41103.21,1214.37
107.09270449,-6.39077189,-88.31,13.67,48508.0,1545.95
107.09272846,-6.39079022,-87.19,14.0,41978.29,979.94
107.09273669,-6.39081192,-85.91,13.75,35439.9,1399.98
107.09273541,-6.39084217,-85.56,17.0,54650.92,1901.09
107.09272577,-6.39087976,-84.64,17.25,38233.23,1040.42
107.09271382,-6.39091624,-85.64,16.75,36451.97,1791.42
107.09270392,-6.39094605,-87.73,16.25,46392.25,1464.02
